,a,about,above,across,after,afterwards,again,against,all,almost,alone,along,already,also,although,always,am,among,amongst,amount,an,and,another,any,anyhow,anyone,anything,anyway,anywhere,are,around,as,at,back,be,became,because,become,becomes,becoming,been,before,behind,being,below,beside,besides,between,beyond,both,bottom,but,by,ca,call,can,could,did,do,does,doing,done,down,due,during,each,eight,either,eleven,else,elsewhere,empty,enough,even,ever,every,everyone,everything,everywhere,except,few,fifteen,fifty,first,five,for,former,formerly,forty,four,from,front,full,further,get,give,go,had,has,have,he,hence,her,here,hereafter,hereby,hers,herself,him,himself,his,how,however,hundred,i,if,in,indeed,into,is,it,its,itself,just,keep,last,latter,least,less,made,make,many,may,me,meanwhile,might,mine,more,moreover,most,mostly,move,much,must,my,myself,name,neither,never,nevertheless,next,nine,no,nobody,none,nor,not,nothing,now,nowhere,of,off,often,on,once,one,only,onto,or,other,others,otherwise,our,ours,ourselves,out,over,own,part,per,perhaps,please,put,quite,rather,re,really,regarding,same,say,see,seem,seemed,seeming,seems,serious,several,she,should,show,side,since,six,sixty,so,some,somehow,someone,something,sometime,sometimes,somewhere,still,such,take,ten,than,that,the,their,them,themselves,then,there,thereafter,thereby,therefore,therein,thereupon,these,they,third,this,those,though,three,through,throughout,thus,to,together,too,top,toward,towards,twelve,twenty,two,under,unless,until,up,upon,us,used,using,various,very,was,we,well,were,what,whatever,when,whence,whenever,where,whereas,wherein,whereupon,wherever,whether,which,while,whither,who,whoever,whole,whom,whose,why,will,with,within,without,would,yet,you,your,yours,yourself,yourselves,tbook,author
20,29,2,2,0,5,0,4,0,8,1,1,0,0,0,1,3,3,0,0,0,1,68,1,1,1,0,0,0,0,2,2,13,9,3,15,1,2,0,0,0,3,2,0,3,0,0,0,0,0,1,0,13,5,2,0,3,5,6,5,1,1,0,5,0,0,2,0,1,1,1,0,0,2,2,1,2,0,0,0,0,2,0,0,1,0,8,0,0,0,2,7,1,0,1,1,2,3,15,0,5,14,0,8,1,0,0,0,1,3,0,12,0,0,0,28,5,24,0,1,11,13,5,0,3,0,0,0,0,0,3,4,1,3,7,0,0,1,5,0,1,0,0,1,0,9,0,3,0,1,0,1,2,6,0,1,0,9,2,8,0,40,0,3,6,2,9,1,0,6,2,1,0,2,0,0,5,4,0,0,0,1,0,1,2,0,0,1,0,0,1,7,0,2,0,1,0,2,4,2,1,1,1,1,0,10,5,0,0,1,0,0,0,2,1,1,0,0,15,111,6,8,0,4,8,0,0,0,0,0,2,19,1,5,6,0,0,4,1,0,41,2,1,1,2,0,0,0,3,0,0,1,3,4,3,1,0,0,2,22,16,5,13,7,0,3,0,0,4,0,0,0,0,0,4,0,0,7,0,0,0,0,4,5,13,0,0,7,2,15,0,0,0,0,Dorothy_and_the_wizard_in_oz,B
21,35,2,0,0,5,0,2,1,10,0,0,0,0,2,1,1,0,0,0,0,3,66,2,5,2,0,0,0,0,4,0,9,9,3,14,0,1,2,0,0,3,1,1,2,3,1,0,0,0,0,0,15,3,2,0,5,3,2,7,0,0,0,5,0,0,2,1,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,16,0,0,0,1,6,1,0,0,2,1,4,8,1,8,19,0,11,0,0,0,0,1,7,2,12,4,0,0,14,7,25,0,6,9,22,1,0,2,0,2,0,0,0,2,3,6,2,5,0,1,0,5,0,1,0,0,4,4,6,0,0,0,1,0,1,1,3,1,0,0,21,1,2,0,36,0,0,8,3,5,0,0,4,1,1,0,6,0,0,5,3,2,1,0,1,0,2,1,0,0,0,0,1,0,2,1,1,0,0,0,0,7,1,0,3,1,1,0,7,3,0,0,1,0,2,0,0,1,2,0,1,19,125,7,15,0,10,5,0,0,1,0,0,1,10,1,7,1,1,0,4,1,0,44,1,2,1,0,0,0,0,2,1,0,5,4,3,2,0,0,0,5,13,11,1,15,2,0,8,0,0,2,0,0,0,0,1,5,2,0,3,0,1,0,0,2,4,14,0,0,2,0,14,5,0,0,0,Dorothy_and_the_wizard_in_oz,B
22,36,0,0,0,3,0,2,0,12,2,0,1,0,1,1,0,2,0,0,0,3,60,2,0,0,0,0,0,0,3,5,10,10,1,14,0,5,1,0,0,4,4,0,1,0,1,0,0,0,1,0,14,2,2,0,6,2,4,6,1,0,0,3,0,0,1,1,0,0,0,0,0,4,0,2,1,0,0,0,1,0,0,0,3,0,13,0,0,0,0,10,0,0,0,3,1,3,16,3,4,17,0,3,1,0,0,0,0,6,1,6,1,0,0,20,6,32,0,1,13,16,3,0,4,0,0,0,0,0,5,0,1,3,4,0,3,0,3,0,1,0,0,3,4,9,1,1,0,0,0,1,2,5,0,0,2,9,2,3,0,37,4,1,6,2,6,3,0,2,4,0,0,6,0,0,7,2,1,0,0,2,1,1,0,0,0,1,0,0,0,5,0,0,0,1,0,0,8,1,0,1,0,1,0,8,1,0,0,0,0,0,0,0,0,1,0,5,22,133,3,8,1,3,8,0,0,0,0,0,0,20,0,13,3,0,0,5,0,0,51,1,1,1,0,0,0,0,3,0,1,0,8,3,3,1,0,0,5,14,11,2,7,3,0,13,0,1,6,0,0,0,1,2,2,0,0,3,0,0,0,0,2,2,14,0,0,2,1,14,2,0,0,0,Dorothy_and_the_wizard_in_oz,B
23,42,2,0,0,3,0,3,1,8,1,0,0,0,1,0,1,3,0,0,0,1,57,1,7,0,2,0,0,0,12,4,10,10,1,10,2,5,1,0,0,4,4,0,4,0,0,0,0,0,1,1,15,3,2,1,3,4,5,2,0,0,0,3,0,0,1,1,0,0,0,0,0,2,3,0,2,0,0,0,0,1,0,0,4,0,9,0,0,0,2,5,0,0,0,0,1,1,5,2,4,12,0,16,3,0,0,0,0,8,0,6,1,0,0,25,5,25,0,5,9,9,2,0,2,1,0,0,0,0,1,1,0,1,4,0,2,0,2,0,1,0,0,3,4,4,0,2,0,1,0,2,1,7,0,1,0,13,2,0,0,38,1,1,7,0,9,1,0,4,1,1,0,2,0,0,7,1,2,0,0,1,2,0,5,0,0,0,0,0,3,6,0,0,0,1,0,0,11,1,0,0,0,0,1,11,3,0,0,0,0,0,1,4,2,0,0,5,14,142,3,10,1,4,3,0,0,0,0,0,2,13,0,8,1,1,0,3,0,0,48,2,2,1,2,0,0,0,0,0,0,3,8,2,7,1,0,0,5,16,11,2,8,4,0,4,0,0,4,0,0,0,0,0,9,1,0,4,0,1,0,0,3,7,10,0,0,1,1,27,3,1,0,1,Dorothy_and_the_wizard_in_oz,B
24,34,3,0,1,3,0,3,0,5,0,0,0,0,1,0,0,2,0,0,0,2,66,3,0,1,0,1,0,0,6,2,14,3,2,8,0,2,0,0,0,3,3,0,1,0,2,0,0,0,0,1,11,5,1,0,6,4,4,3,0,1,1,2,0,0,2,1,1,0,0,0,0,4,0,3,0,1,0,0,0,0,0,0,1,0,7,1,0,0,0,5,0,0,0,2,0,2,16,1,7,16,0,13,5,0,0,0,4,4,1,6,0,0,0,26,3,26,1,7,12,20,3,0,3,1,0,0,0,0,2,3,2,0,2,0,0,0,4,0,1,0,1,1,3,9,1,0,0,2,0,1,2,8,1,0,1,11,1,5,0,51,0,1,4,3,10,1,0,6,1,3,0,2,0,1,11,3,0,0,0,0,1,2,0,1,0,1,0,1,2,6,0,1,0,0,0,2,12,0,0,2,1,0,0,9,3,0,0,1,0,1,0,2,1,2,0,1,14,109,6,6,1,12,7,0,0,0,0,0,1,18,0,6,1,1,2,4,0,0,51,1,2,0,1,0,0,0,3,0,0,2,3,2,3,0,0,0,2,24,9,2,11,4,0,3,0,0,9,0,0,0,0,3,7,2,0,4,0,0,0,0,2,4,15,2,0,2,1,12,1,0,0,0,Dorothy_and_the_wizard_in_oz,B
25,30,1,2,0,1,0,0,0,12,0,1,0,1,1,1,0,4,0,0,0,2,52,4,1,0,1,1,0,0,5,2,16,14,0,7,1,4,1,0,0,1,1,0,3,0,1,0,0,0,1,1,18,5,2,0,3,7,7,6,2,0,0,2,0,0,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,14,1,0,0,0,8,0,1,0,6,0,1,8,0,7,11,0,17,1,0,0,0,0,5,0,8,2,0,0,27,3,22,0,2,16,21,2,0,2,2,0,0,0,0,4,2,0,3,3,0,2,0,3,0,0,0,0,2,3,4,1,0,0,1,0,0,0,9,0,0,0,8,3,2,0,43,1,0,11,0,3,1,0,4,3,0,0,2,0,1,9,6,2,0,0,0,0,0,4,0,0,1,0,2,2,3,1,2,0,1,0,1,7,1,1,3,1,1,0,7,3,0,0,1,0,0,0,0,0,1,0,2,20,119,7,13,1,6,7,0,0,0,0,0,1,17,1,8,4,0,0,3,0,0,36,0,0,1,1,0,0,0,2,0,0,3,5,8,4,0,0,0,6,21,12,4,6,3,0,6,0,0,3,0,0,0,0,2,3,1,0,7,0,0,0,0,4,8,13,0,2,4,0,24,2,0,0,0,Dorothy_and_the_wizard_in_oz,B
26,39,3,0,0,4,0,0,0,9,1,0,0,0,0,0,1,0,0,0,0,2,46,0,2,0,0,0,0,1,8,4,6,7,2,7,0,5,0,0,0,3,1,0,2,0,5,0,0,2,0,1,14,2,0,1,4,5,2,6,1,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,4,1,15,0,0,0,1,4,0,1,1,5,1,3,7,3,1,12,0,8,3,0,0,0,0,7,1,9,2,0,1,23,2,34,1,3,9,21,1,0,2,1,1,0,0,0,1,0,2,2,7,0,0,0,8,0,1,0,0,0,3,7,1,0,1,1,0,0,1,10,0,0,1,13,3,3,0,38,0,0,4,1,5,0,0,4,3,1,0,2,0,0,4,6,0,2,0,0,0,2,0,0,0,1,0,0,2,4,1,1,0,0,0,2,8,2,0,2,1,0,1,15,1,0,0,0,0,0,0,0,0,1,0,1,14,146,6,13,1,9,6,0,0,0,0,0,3,18,0,6,6,0,1,3,0,0,45,0,1,1,0,0,0,0,1,0,1,3,4,4,8,0,0,0,5,25,7,1,13,3,0,5,0,0,5,0,0,0,0,0,3,0,0,5,0,1,0,0,1,7,12,0,1,5,0,23,5,0,0,0,Dorothy_and_the_wizard_in_oz,B
27,32,4,0,0,1,0,2,0,9,1,0,2,0,1,2,1,2,1,0,0,3,57,0,5,0,1,0,0,1,9,2,12,7,4,13,1,4,0,0,0,3,2,0,2,0,2,0,1,0,1,1,8,5,0,0,8,6,5,7,1,0,1,1,0,0,1,0,0,0,2,0,0,0,3,2,2,0,0,0,0,2,0,0,0,0,7,0,0,0,3,9,1,0,0,2,0,2,9,3,5,19,0,10,1,0,0,0,0,5,1,7,4,0,0,13,6,29,0,5,10,21,2,0,1,1,1,0,0,0,1,2,3,0,6,0,1,0,3,0,1,0,0,2,3,2,1,0,0,1,0,0,2,5,0,0,0,13,1,6,0,39,0,1,5,5,7,1,1,2,4,0,0,5,0,0,8,5,1,0,0,0,1,3,1,1,0,0,0,2,4,8,0,1,0,0,0,2,7,0,1,0,0,0,0,11,0,0,0,1,0,0,0,1,1,2,0,2,20,129,7,7,1,4,5,0,0,0,0,0,3,21,0,7,0,0,1,1,0,0,53,1,0,0,0,0,0,0,0,0,1,4,1,3,1,0,1,0,6,25,7,0,17,2,1,3,0,0,1,0,0,0,0,1,4,1,0,2,0,0,0,1,1,5,13,0,1,4,1,21,6,0,0,0,Dorothy_and_the_wizard_in_oz,B
28,39,5,0,0,2,0,2,1,7,0,0,0,0,0,0,1,1,0,0,0,2,68,0,3,0,0,0,0,0,4,2,9,13,6,10,1,1,0,0,0,5,2,1,2,0,3,0,0,0,1,1,20,4,0,1,4,3,4,4,0,1,0,3,0,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,0,0,0,0,2,0,6,0,0,0,0,8,1,0,0,1,2,5,19,5,11,18,0,5,3,1,0,0,0,3,0,10,3,0,0,22,6,31,0,5,9,13,1,0,1,0,1,0,0,0,2,1,2,2,6,0,0,0,0,0,2,0,0,3,3,10,0,0,0,2,0,1,0,3,0,0,0,10,3,3,0,34,1,0,4,2,9,0,0,4,3,1,0,4,0,0,9,2,2,2,0,0,1,1,2,0,0,0,0,0,2,2,0,3,1,0,0,1,9,0,1,1,0,0,0,4,4,0,0,0,0,0,0,3,1,4,0,2,22,134,6,14,0,6,5,0,0,0,0,0,4,18,0,8,0,3,0,1,0,0,38,0,1,0,2,0,0,0,4,1,1,2,4,5,3,1,0,1,6,21,9,2,4,8,1,6,0,1,4,0,0,0,0,1,4,1,0,1,0,0,0,0,2,3,9,0,0,1,2,17,3,0,0,0,Dorothy_and_the_wizard_in_oz,B
29,35,1,0,0,5,0,4,0,9,0,0,1,0,2,0,0,1,0,0,0,3,63,1,3,0,0,0,0,0,8,2,9,6,4,12,0,0,0,0,0,3,3,1,1,0,2,0,1,0,0,2,15,6,0,0,6,0,1,5,0,0,0,2,0,0,0,0,1,0,0,0,2,1,1,0,2,0,1,0,0,1,0,0,0,0,11,0,0,0,3,2,0,0,0,8,0,2,15,1,5,18,0,10,4,0,0,0,2,7,0,13,1,0,0,22,1,29,0,4,13,19,0,0,0,0,0,0,0,0,1,2,4,2,4,0,0,0,1,0,2,0,1,2,5,3,0,2,0,2,0,1,0,10,0,0,1,4,1,4,0,44,1,0,4,2,6,1,0,3,2,3,0,3,0,2,1,5,3,1,0,0,0,2,1,0,0,1,0,2,0,1,0,1,0,0,0,2,8,1,1,1,1,3,0,15,3,0,0,0,0,0,0,2,2,0,0,1,17,132,2,8,2,5,6,0,0,0,0,0,2,10,0,9,2,0,0,2,0,0,45,2,1,3,3,0,0,0,3,0,0,1,4,5,5,1,1,0,3,24,13,3,12,2,2,4,0,0,4,0,0,0,0,0,3,1,0,4,0,1,0,0,2,5,20,0,0,3,0,22,3,1,0,0,Dorothy_and_the_wizard_in_oz,B
30,39,2,0,0,5,0,2,1,8,3,0,0,0,2,1,0,1,0,0,0,2,53,3,6,0,1,0,0,0,11,1,9,13,5,5,0,4,0,0,0,2,1,0,2,0,0,0,1,0,2,0,23,3,0,1,5,3,7,8,1,1,0,4,0,0,1,0,0,0,0,0,1,4,0,2,1,0,0,0,0,1,0,0,4,0,13,0,0,0,0,9,0,0,1,4,0,1,9,0,6,18,0,4,2,0,0,0,0,5,2,13,1,0,0,26,12,25,0,4,17,17,2,0,1,0,1,0,0,0,4,3,2,3,1,0,1,0,1,0,1,0,0,2,3,4,0,3,1,3,0,0,0,3,0,0,1,10,0,8,0,44,0,2,9,3,11,3,0,2,4,0,0,3,0,0,9,2,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,2,1,0,0,2,10,0,0,2,1,0,0,7,3,0,0,1,0,0,0,1,3,2,0,4,17,116,7,9,1,0,9,0,0,0,0,0,2,9,0,12,3,0,0,2,0,0,48,0,1,1,0,0,0,0,1,0,0,0,3,2,4,1,0,0,6,17,13,2,11,1,0,6,0,0,6,0,0,0,0,1,4,0,0,3,0,0,0,0,2,4,9,0,1,4,3,19,2,0,0,0,Dorothy_and_the_wizard_in_oz,B
31,34,0,0,0,2,0,2,1,7,2,0,1,0,3,0,0,1,0,0,0,1,62,2,4,0,1,0,0,0,6,4,11,10,3,13,0,7,0,0,0,3,3,0,3,1,0,0,0,0,0,1,10,4,1,2,8,6,6,4,0,1,0,4,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,12,0,0,0,1,7,0,0,1,1,0,1,9,0,1,11,0,4,3,0,0,0,0,6,2,3,0,0,0,24,6,30,0,3,7,16,4,0,3,3,0,0,0,1,3,2,0,2,2,0,2,0,2,0,0,0,0,1,2,8,2,0,1,2,0,0,0,4,0,0,0,6,0,5,0,43,0,0,8,2,10,1,1,4,4,1,0,6,0,1,0,9,0,0,0,1,1,1,1,0,0,1,0,1,2,2,1,1,0,0,0,1,8,0,1,3,0,0,0,8,5,0,0,1,0,1,0,2,0,1,0,4,21,136,4,8,0,5,5,0,0,0,0,0,3,15,0,11,1,0,1,3,0,0,49,1,3,2,0,0,0,0,4,1,1,1,5,5,3,0,0,0,7,22,14,1,11,3,1,2,0,0,2,0,0,0,0,2,5,3,0,3,0,0,0,0,1,7,14,0,0,6,1,21,5,0,1,0,Dorothy_and_the_wizard_in_oz,B
32,38,1,2,1,1,0,2,0,8,0,0,1,0,0,0,1,0,0,0,0,4,64,1,3,0,1,0,0,0,5,1,12,12,3,10,1,2,0,0,0,7,0,0,1,2,0,0,0,0,1,0,18,12,0,0,6,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,2,0,0,2,1,10,1,0,0,1,10,0,0,0,2,1,2,6,2,5,17,0,7,6,0,0,0,0,6,1,12,2,1,0,32,6,22,1,3,16,19,3,0,3,1,1,0,0,0,2,2,3,1,6,0,0,0,2,0,2,0,0,3,5,11,1,0,0,3,0,0,2,3,0,0,0,12,0,7,0,33,0,0,1,3,9,0,0,5,5,0,0,2,0,0,1,4,0,0,0,0,0,2,4,0,0,0,0,0,1,3,0,0,0,0,0,3,11,1,0,0,0,0,0,9,1,0,0,2,0,0,1,2,1,0,0,1,21,133,4,12,1,10,10,0,0,0,0,0,1,15,0,14,1,0,0,2,0,0,39,2,2,2,1,0,0,0,2,0,1,1,8,2,2,1,0,0,2,19,7,1,9,6,0,8,0,0,3,0,0,0,0,1,1,2,0,4,0,0,0,0,2,1,9,0,0,4,3,19,4,0,0,0,Dorothy_and_the_wizard_in_oz,B
33,30,2,0,0,2,0,4,0,7,0,2,3,0,1,1,1,0,0,0,0,3,60,1,4,0,1,0,0,0,6,2,17,7,1,15,1,5,0,0,0,1,4,0,0,0,0,0,0,0,0,0,15,2,0,2,8,6,2,5,1,1,0,1,0,0,1,0,1,0,0,0,0,2,1,4,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,5,0,0,0,1,0,0,7,3,9,19,0,5,0,0,0,0,0,6,0,12,2,0,0,26,6,23,1,2,20,19,1,0,2,0,0,0,2,0,1,1,5,3,8,0,1,0,6,0,1,0,0,4,1,10,0,1,0,0,0,1,1,7,0,0,0,9,0,6,0,40,1,0,6,2,7,1,0,3,2,1,0,2,0,1,2,2,0,1,0,1,0,2,2,0,0,0,0,0,0,7,0,1,0,1,0,1,7,0,1,1,0,3,0,14,2,0,0,0,0,0,0,3,1,0,0,0,16,117,6,15,0,3,7,0,0,1,0,0,0,22,0,10,3,0,1,7,0,0,36,2,2,1,2,0,0,1,2,2,0,2,4,4,5,0,0,0,5,19,11,0,8,10,0,13,0,0,1,0,0,0,0,1,6,2,0,3,0,0,0,0,0,10,13,0,1,4,1,20,1,0,0,0,Dorothy_and_the_wizard_in_oz,B
34,30,6,1,0,1,0,2,1,13,2,2,1,0,1,0,2,0,0,0,0,2,64,1,3,1,0,1,0,0,9,2,7,8,6,11,1,2,1,0,0,4,1,0,2,0,1,0,0,0,0,1,17,5,2,0,6,3,5,5,1,0,1,3,0,0,2,1,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,1,0,6,0,0,0,1,5,1,0,1,5,2,0,13,0,5,15,0,13,3,0,0,0,0,4,0,8,3,0,0,24,5,28,0,4,12,13,2,0,4,0,2,0,0,0,5,3,1,0,2,0,0,0,1,0,0,0,0,4,2,9,0,0,0,4,0,2,1,3,0,0,0,14,2,5,0,38,1,0,5,1,6,1,0,3,2,0,0,2,0,0,6,1,0,1,0,2,0,2,4,0,0,2,0,1,2,3,0,2,0,0,0,2,5,1,0,2,2,0,0,10,5,0,0,0,0,1,0,0,2,3,0,2,25,141,4,10,1,7,6,0,0,0,0,0,2,14,0,7,1,0,1,1,0,0,42,3,2,0,2,0,0,0,1,0,1,2,7,6,4,1,0,0,4,13,9,1,14,4,0,2,0,0,3,0,0,0,0,3,5,1,0,3,0,0,0,0,2,3,13,0,0,3,1,19,1,0,0,0,Dorothy_and_the_wizard_in_oz,B
35,36,3,1,0,3,0,3,1,10,0,0,2,0,0,1,0,1,2,0,0,2,73,1,2,0,1,1,0,0,9,2,12,8,5,10,0,0,1,0,0,3,3,0,1,1,0,0,1,0,1,0,13,3,0,1,2,9,2,7,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,0,3,0,8,0,0,0,2,3,0,0,0,1,1,2,15,2,5,17,0,14,2,0,0,0,0,5,1,16,3,0,0,21,6,30,0,4,15,17,0,0,2,0,0,0,0,0,4,2,0,3,4,0,2,0,6,0,1,0,0,4,2,4,0,1,1,2,0,0,4,7,0,0,0,13,1,5,0,40,1,0,5,5,7,0,0,3,5,0,1,4,0,0,7,4,4,1,0,1,1,0,1,0,0,0,0,2,2,0,1,0,0,1,0,2,7,1,1,3,0,0,0,8,2,0,0,0,0,0,0,1,1,1,0,5,20,124,11,12,1,2,4,0,0,0,0,0,0,17,0,6,2,0,0,0,0,0,28,0,0,1,2,0,0,0,2,1,0,4,7,4,2,0,0,0,2,14,13,0,11,4,0,9,0,0,3,0,0,0,0,1,7,1,0,2,0,0,0,0,1,3,16,0,0,3,1,22,2,0,0,0,Dorothy_and_the_wizard_in_oz,B
36,42,3,0,0,5,0,4,0,8,3,0,0,0,0,0,1,1,0,0,0,4,59,1,5,1,1,0,0,0,7,2,11,14,2,10,0,0,1,0,0,3,0,0,3,0,0,0,0,0,1,0,18,4,0,0,4,6,7,6,0,0,0,6,0,0,0,0,1,0,1,0,0,3,2,2,2,0,0,0,1,1,0,0,2,0,8,0,0,0,2,8,0,1,0,4,0,7,10,2,2,27,0,8,1,0,0,0,2,5,1,8,1,0,0,26,7,31,0,2,4,19,1,0,3,1,1,0,2,0,3,2,1,0,7,0,1,0,1,0,0,0,0,3,1,4,0,1,0,4,0,1,1,8,0,0,1,11,0,3,0,43,1,1,4,1,9,1,0,6,3,1,0,3,0,0,4,4,0,0,0,1,0,0,2,0,0,1,0,1,0,7,0,1,0,1,0,0,5,0,0,0,1,1,0,5,1,0,0,1,0,0,0,0,2,1,0,1,17,119,1,10,1,6,4,0,0,0,0,0,2,22,0,6,0,0,3,0,1,0,42,1,1,0,1,0,0,0,2,0,1,1,8,5,4,0,0,0,2,22,9,0,4,3,0,9,0,0,8,0,0,0,0,0,3,1,0,6,0,1,0,0,2,8,11,0,0,5,1,24,4,1,0,0,Dorothy_and_the_wizard_in_oz,B
37,34,5,0,2,5,0,4,1,11,0,0,0,0,1,1,0,0,0,0,0,0,58,3,5,0,0,0,0,0,10,4,11,11,1,10,0,3,0,0,0,2,2,1,1,0,1,0,0,0,2,1,22,2,1,0,4,7,4,4,0,1,0,3,0,0,0,2,1,0,0,0,0,0,2,1,2,0,0,0,0,1,0,0,3,0,11,0,0,0,0,4,0,0,0,2,1,0,6,0,3,21,0,11,1,0,0,0,0,1,2,11,3,1,0,24,7,31,0,8,15,12,1,0,2,0,1,0,0,0,1,1,3,1,5,0,2,0,4,0,1,0,1,1,3,5,0,0,0,2,0,2,1,6,0,0,0,13,0,2,0,36,1,0,4,5,9,0,0,4,0,0,0,4,0,0,4,2,3,1,0,1,1,4,1,2,0,0,0,1,3,2,1,0,0,0,0,1,7,2,0,3,1,2,0,7,2,0,0,2,0,0,0,2,3,1,0,3,10,118,7,10,0,7,5,0,0,0,0,0,0,20,0,4,0,0,0,1,0,0,48,0,1,2,2,0,0,0,3,0,0,3,6,9,3,1,0,0,2,26,10,1,9,7,0,7,0,0,6,0,0,0,1,0,5,4,0,5,0,0,0,0,1,6,13,0,0,3,0,20,6,0,0,0,Dorothy_and_the_wizard_in_oz,B
38,30,3,0,0,2,0,4,0,8,2,0,1,0,1,1,2,0,2,0,0,1,59,2,4,0,0,0,0,0,9,4,12,7,3,9,0,1,0,0,0,6,0,0,2,1,1,0,1,0,1,0,17,5,1,1,7,8,5,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,2,0,0,2,0,15,0,0,0,2,6,0,0,1,2,2,0,13,0,7,12,0,7,3,0,0,0,0,1,1,15,5,1,0,25,4,30,0,6,16,17,3,0,3,0,1,0,2,0,1,1,1,0,6,0,0,0,1,0,1,0,0,2,0,6,0,2,0,5,1,1,0,7,0,0,1,12,2,4,0,40,1,0,6,3,3,0,0,1,4,0,1,5,0,0,6,4,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,2,11,0,1,1,1,0,0,9,2,0,0,0,0,1,0,0,0,3,0,3,18,124,3,9,1,7,5,0,0,0,0,0,5,15,0,11,1,0,1,2,0,0,54,2,1,2,1,0,0,0,1,1,2,4,1,8,3,3,0,0,6,13,7,2,9,4,0,3,0,0,2,0,0,0,0,2,1,1,0,3,0,0,0,1,0,4,11,0,1,2,1,28,3,0,0,0,Dorothy_and_the_wizard_in_oz,B
39,30,4,0,1,3,0,4,1,9,0,0,1,0,0,0,2,0,0,0,0,6,60,3,2,1,0,0,0,0,2,1,15,6,3,13,0,3,1,0,0,2,2,0,5,0,1,0,0,0,1,1,21,4,1,0,8,3,3,2,0,0,0,3,0,1,2,0,0,0,0,0,0,2,1,2,2,0,1,0,0,0,0,0,1,1,7,0,0,0,2,6,0,0,0,1,1,3,13,1,6,16,0,5,1,0,0,0,0,6,1,8,2,2,0,21,6,29,1,1,12,20,6,0,1,1,0,0,0,0,2,3,1,3,5,0,0,0,1,0,1,0,0,4,6,5,2,2,2,4,0,2,2,4,0,1,0,14,0,3,0,44,1,1,3,1,11,2,0,4,3,1,0,4,0,0,5,4,0,1,0,1,0,0,1,0,0,1,0,2,0,2,0,1,0,0,0,0,15,0,0,1,1,1,0,13,2,0,0,0,0,0,0,1,4,0,0,5,16,127,7,12,2,7,4,0,0,0,0,0,0,15,0,6,4,0,0,0,0,0,45,1,0,0,1,0,0,0,3,0,2,2,7,4,7,1,1,0,7,15,14,0,14,4,0,4,0,0,2,0,0,0,0,0,8,3,0,1,0,0,0,0,0,4,7,0,1,1,1,16,0,0,1,0,Dorothy_and_the_wizard_in_oz,B
40,45,1,1,0,1,0,2,0,8,0,1,0,0,3,0,0,2,0,0,0,1,55,1,2,0,2,0,0,0,10,3,14,12,1,7,0,4,0,0,0,1,0,0,1,1,2,0,0,0,0,0,17,6,0,0,8,3,4,7,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,3,0,0,3,1,9,0,0,0,0,6,0,0,0,2,2,3,15,1,5,17,0,14,6,0,0,0,1,10,1,12,2,0,0,23,9,25,0,3,10,12,3,0,3,0,2,0,0,1,3,3,2,1,6,0,1,0,2,0,1,0,0,2,0,9,0,0,0,0,0,1,2,7,0,1,1,12,0,5,0,46,1,0,7,1,7,0,0,3,3,0,1,1,0,1,3,3,0,0,0,1,0,1,0,0,0,1,0,1,0,2,2,2,0,1,0,2,6,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,3,1,0,1,15,115,4,8,1,8,9,0,0,0,0,0,3,13,1,13,2,0,1,2,0,0,44,0,0,1,0,0,0,1,0,0,1,3,4,5,6,1,0,0,4,13,8,3,16,2,1,6,0,0,2,0,0,0,0,2,4,2,0,2,0,0,0,0,1,2,16,2,2,5,1,20,4,0,2,0,Dorothy_and_the_wizard_in_oz,B
